match_id,stage,start_time,team1,team2,match_format,game_id,game_number,map_name,score1,score2,roster1,roster2,full_roster1,full_roster2
10250,Stage 1,2018-01-25 14:00:00,BOS,LDN,regular,5707,1,numbani,4,5,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Bdosin|Fury|Gesture|Hooreg|NUS|birdring,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring
10250,Stage 1,2018-01-25 14:00:00,BOS,LDN,regular,5708,2,temple-of-anubis,3,2,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Bdosin|Fury|Gesture|NUS|Rascal|birdring,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring
10250,Stage 1,2018-01-25 14:00:00,BOS,LDN,regular,5709,3,ilios,2,1,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Bdosin|Fury|Gesture|Hooreg|NUS|birdring,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring
10250,Stage 1,2018-01-25 14:00:00,BOS,LDN,regular,5710,4,junkertown,2,3,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Bdosin|Fury|Gesture|NUS|Profit|birdring,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring
10250,Stage 1,2018-01-25 14:00:00,BOS,LDN,regular,6424,5,lijiang,2,0,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Bdosin|Fury|Gesture|NUS|Profit|birdring,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring
10251,Stage 1,2018-01-25 16:25:00,PHI,NYE,regular,5711,1,numbani,1,2,Boombox|Carpe|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Meko|Saebyeolbe,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10251,Stage 1,2018-01-25 16:25:00,PHI,NYE,regular,5712,2,temple-of-anubis,2,1,Boombox|Carpe|Neptuno|Poko|ShaDowBurn|fragi,Ark|Jjonak|Libero|Mano|Meko|Saebyeolbe,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10251,Stage 1,2018-01-25 16:25:00,PHI,NYE,regular,5713,3,ilios,1,2,Boombox|Carpe|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Meko|Pine|Saebyeolbe,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10251,Stage 1,2018-01-25 16:25:00,PHI,NYE,regular,5714,4,dorado,2,1,Boombox|Carpe|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Meko|Saebyeolbe,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10251,Stage 1,2018-01-25 16:25:00,PHI,NYE,regular,6441,5,lijiang,2,0,Boombox|Carpe|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Meko|Saebyeolbe,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10252,Stage 1,2018-01-25 18:40:00,HOU,FLA,regular,5715,1,numbani,2,1,Bani|Coolmatt|Jake|LiNkzr|Muma|Rawkus,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10252,Stage 1,2018-01-25 18:40:00,HOU,FLA,regular,5716,2,horizon-lunar-colony,2,0,Bani|Coolmatt|Jake|LiNkzr|Muma|Rawkus,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10252,Stage 1,2018-01-25 18:40:00,HOU,FLA,regular,5717,3,ilios,2,0,Boink|Coolmatt|Jake|LiNkzr|Muma|Rawkus,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10252,Stage 1,2018-01-25 18:40:00,HOU,FLA,regular,5718,4,junkertown,3,0,Bani|Coolmatt|Jake|LiNkzr|Muma|Rawkus,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10253,Stage 1,2018-01-26 16:00:00,SEO,NYE,regular,5719,1,eichenwalde,1,2,FLETA|KuKi|Munchkin|ZUNBA|ryujehong|tobi,Ark|Jjonak|Libero|Mano|Meko|Saebyeolbe,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10253,Stage 1,2018-01-26 16:00:00,SEO,NYE,regular,5720,2,horizon-lunar-colony,5,4,FLETA|KuKi|Munchkin|ZUNBA|ryujehong|tobi,Ark|Jjonak|Libero|Mano|Meko|Saebyeolbe,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10253,Stage 1,2018-01-26 16:00:00,SEO,NYE,regular,5721,3,oasis,1,2,FLETA|KuKi|Munchkin|ZUNBA|ryujehong|tobi,Ark|Jjonak|Libero|Mano|Meko|Saebyeolbe,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10253,Stage 1,2018-01-26 16:00:00,SEO,NYE,regular,5722,4,junkertown,1,0,FLETA|KuKi|Wekeed|ZUNBA|ryujehong|tobi,Ark|Jjonak|Libero|Mano|Meko|Saebyeolbe,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10253,Stage 1,2018-01-26 16:00:00,SEO,NYE,regular,6779,5,lijiang,0,2,Bunny|FLETA|KuKi|ZUNBA|ryujehong|tobi,Ark|Jjonak|Libero|Mano|Meko|Saebyeolbe,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe
10254,Stage 1,2018-01-26 18:15:00,SHD,PHI,regular,5723,1,eichenwalde,0,1,Altering|Diya|Freefeel|MG|Roshan|Undead,Carpe|DayFly|Hotba|Neptuno|ShaDowBurn|fragi,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10254,Stage 1,2018-01-26 18:15:00,SHD,PHI,regular,5724,2,horizon-lunar-colony,2,3,Altering|Diya|Freefeel|Roshan|Undead|Xushu,Carpe|DayFly|Hotba|Neptuno|ShaDowBurn|fragi,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10254,Stage 1,2018-01-26 18:15:00,SHD,PHI,regular,5725,3,oasis,2,1,Altering|Diya|Freefeel|Roshan|Undead|Xushu,Carpe|DayFly|Hotba|Neptuno|ShaDowBurn|fragi,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10254,Stage 1,2018-01-26 18:15:00,SHD,PHI,regular,5726,4,junkertown,3,2,Diya|Fiveking|Freefeel|MG|Roshan|Undead,Carpe|DayFly|Hotba|Neptuno|ShaDowBurn|fragi,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10254,Stage 1,2018-01-26 18:15:00,SHD,PHI,regular,6784,5,lijiang,0,2,Altering|Diya|Freefeel|MG|Roshan|Undead,Carpe|DayFly|Hotba|Neptuno|ShaDowBurn|fragi,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10255,Stage 1,2018-01-26 20:30:00,DAL,SFS,regular,5727,1,eichenwalde,3,3,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10255,Stage 1,2018-01-26 20:30:00,DAL,SFS,regular,5728,2,horizon-lunar-colony,3,2,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10255,Stage 1,2018-01-26 20:30:00,DAL,SFS,regular,5729,3,ilios,2,0,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10255,Stage 1,2018-01-26 20:30:00,DAL,SFS,regular,5730,4,junkertown,3,1,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10256,Stage 1,2018-01-27 11:00:00,DAL,BOS,regular,5731,1,numbani,6,4,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow
10256,Stage 1,2018-01-27 11:00:00,DAL,BOS,regular,5732,2,temple-of-anubis,2,3,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow
10256,Stage 1,2018-01-27 11:00:00,DAL,BOS,regular,5733,3,ilios,1,2,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow
10256,Stage 1,2018-01-27 11:00:00,DAL,BOS,regular,5734,4,dorado,3,0,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,DreamKazper|Gamsu|Kellex|Neko|NotE|STRIKER,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow
10256,Stage 1,2018-01-27 11:00:00,DAL,BOS,regular,6855,5,lijiang,0,2,Chipshajen|Custa|EFFECT|Mickie|Seagull|cocco,DreamKazper|Gamsu|Kalios|Kellex|Neko|STRIKER,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco,Avast|DreamKazper|Gamsu|Kalios|Kellex|Mistakes|Neko|NotE|STRIKER|Snow
10257,Stage 1,2018-01-27 13:15:00,VAL,FLA,regular,5735,1,eichenwalde,3,2,Agilities|Envy|Fate|Kariv|Soon|Unkoe,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10257,Stage 1,2018-01-27 13:15:00,VAL,FLA,regular,5736,2,temple-of-anubis,2,0,Agilities|Envy|Fate|Kariv|Soon|Unkoe,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10257,Stage 1,2018-01-27 13:15:00,VAL,FLA,regular,5737,3,ilios,2,0,Envy|Fate|Kariv|Soon|Unkoe|silkthread,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10257,Stage 1,2018-01-27 13:15:00,VAL,FLA,regular,5738,4,dorado,2,3,Agilities|Envy|Fate|Kariv|Soon|Unkoe,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10258,Stage 1,2018-01-27 15:00:00,GLA,HOU,regular,5739,1,numbani,3,4,BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,Bani|Coolmatt|Jake|LiNkzr|Muma|Rawkus,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE
10258,Stage 1,2018-01-27 15:00:00,GLA,HOU,regular,5740,2,temple-of-anubis,0,1,BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,Bani|Coolmatt|Jake|LiNkzr|Muma|Rawkus,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE
10258,Stage 1,2018-01-27 15:00:00,GLA,HOU,regular,5741,3,ilios,0,2,Asher|BigGoose|Bischu|Hydration|Shaz|iRemiix,Boink|Coolmatt|Jake|LiNkzr|Muma|Rawkus,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE
10258,Stage 1,2018-01-27 15:00:00,GLA,HOU,regular,5742,4,dorado,0,1,BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,Bani|Coolmatt|Jake|LiNkzr|Muma|Rawkus,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE
10259,Stage 1,2018-01-31 16:00:00,VAL,PHI,regular,5743,1,numbani,3,2,Envy|Fate|Kariv|Soon|Verbo|silkthread,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10259,Stage 1,2018-01-31 16:00:00,VAL,PHI,regular,5744,2,temple-of-anubis,5,4,Agilities|Envy|Fate|Kariv|Soon|Verbo,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10259,Stage 1,2018-01-31 16:00:00,VAL,PHI,regular,5745,3,oasis,2,0,Agilities|Envy|Fate|Kariv|Soon|Verbo,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10259,Stage 1,2018-01-31 16:00:00,VAL,PHI,regular,5746,4,dorado,3,2,Agilities|Envy|Fate|Kariv|Soon|Verbo,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Agilities|Envy|Fate|Grimreality|Kariv|Numlocked|Silkthread|Soon|Unkoe|Verbo,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi
10260,Stage 1,2018-01-31 18:00:00,FLA,GLA,regular,5747,1,eichenwalde,1,2,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix
10260,Stage 1,2018-01-31 18:00:00,FLA,GLA,regular,5748,2,horizon-lunar-colony,0,1,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix
10260,Stage 1,2018-01-31 18:00:00,FLA,GLA,regular,5749,3,oasis,1,2,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Asher|BigGoose|Bischu|Shaz|Surefour|iRemiix,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix
10260,Stage 1,2018-01-31 18:00:00,FLA,GLA,regular,5750,4,junkertown,3,2,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Asher|BigGoose|Bischu|Hydration|Shaz|iRemiix,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,Asher|BigGoose|Bischu|Hydration|Shaz|Surefour|iRemiix
10261,Stage 1,2018-01-31 20:00:00,HOU,SFS,regular,5751,1,numbani,3,2,Bani|Clockwork|Coolmatt|Jake|Muma|Rawkus,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10261,Stage 1,2018-01-31 20:00:00,HOU,SFS,regular,5752,2,temple-of-anubis,2,1,Bani|Clockwork|Coolmatt|Jake|Muma|Rawkus,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10261,Stage 1,2018-01-31 20:00:00,HOU,SFS,regular,5753,3,oasis,1,2,Boink|Clockwork|Coolmatt|Jake|Muma|Rawkus,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10261,Stage 1,2018-01-31 20:00:00,HOU,SFS,regular,5754,4,dorado,2,0,Bani|Clockwork|Coolmatt|Jake|Muma|Rawkus,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,Bani|Boink|Clockwork|Coolmatt|Jake|LiNkzr|Mendokusaii|Muma|Rawkus|SPREE,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy
10262,Stage 1,2018-02-01 14:00:00,PHI,DAL,regular,5755,1,eichenwalde,1,0,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Chipshajen|EFFECT|HarryHook|Mickie|Taimou|cocco,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco
10262,Stage 1,2018-02-01 14:00:00,PHI,DAL,regular,5756,2,temple-of-anubis,3,2,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Chipshajen|EFFECT|HarryHook|Mickie|Taimou|cocco,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco
10262,Stage 1,2018-02-01 14:00:00,PHI,DAL,regular,5757,3,ilios,2,0,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Chipshajen|EFFECT|HarryHook|Mickie|Taimou|cocco,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco
10262,Stage 1,2018-02-01 14:00:00,PHI,DAL,regular,5758,4,dorado,3,2,Boombox|Carpe|Hotba|Neptuno|ShaDowBurn|fragi,Chipshajen|EFFECT|HarryHook|Mickie|Taimou|cocco,Boombox|Carpe|DayFly|Eqo|Hotba|Joemeister|Neptuno|Poko|ShaDowBurn|fragi,Chipshajen|Custa|EFFECT|HarryHook|Mickie|Seagull|Taimou|cocco
10263,Stage 1,2018-02-01 15:55:00,NYE,SHD,regular,5759,1,eichenwalde,3,1,Ark|Jjonak|Libero|Mano|Meko|Pine,Diya|Fiveking|Freefeel|MG|Roshan|Undead,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu
10263,Stage 1,2018-02-01 15:55:00,NYE,SHD,regular,5760,2,temple-of-anubis,2,1,Ark|Jjonak|Libero|Mano|Meko|Pine,Diya|Fiveking|Freefeel|MG|Roshan|Undead,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu
10263,Stage 1,2018-02-01 15:55:00,NYE,SHD,regular,5761,3,oasis,2,1,Ark|Jjonak|Libero|Mano|Meko|Pine,Diya|Fiveking|Freefeel|MG|Roshan|Undead,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu
10263,Stage 1,2018-02-01 15:55:00,NYE,SHD,regular,5762,4,dorado,3,0,Ark|Jjonak|Libero|Mano|Meko|Pine,Diya|Fiveking|Freefeel|MG|Roshan|Undead,Ark|Janus|Jjonak|Libero|Mano|Meko|Pine|Saebyeolbe,Altering|Diya|Fiveking|Freefeel|MG|Roshan|Undead|Xushu
10264,Stage 1,2018-02-01 17:50:00,LDN,SEO,regular,5763,1,numbani,2,0,Closer|Gesture|HaGoPeun|Rascal|WooHyaL|birdring,Bunny|FLETA|Miro|ZUNBA|gido|tobi,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi
10264,Stage 1,2018-02-01 17:50:00,LDN,SEO,regular,5764,2,temple-of-anubis,2,0,Closer|Gesture|HaGoPeun|Profit|WooHyaL|birdring,Bunny|FLETA|Miro|ZUNBA|gido|tobi,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi
10264,Stage 1,2018-02-01 17:50:00,LDN,SEO,regular,5765,3,ilios,2,0,Bdosin|Fury|Gesture|Hooreg|NUS|Profit,Bunny|FLETA|Miro|ZUNBA|gido|tobi,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi
10264,Stage 1,2018-02-01 17:50:00,LDN,SEO,regular,5766,4,dorado,3,2,Closer|Gesture|HaGoPeun|Profit|WooHyaL|birdring,Bunny|FLETA|Miro|ZUNBA|gido|tobi,Bdosin|Closer|Fissure|Fury|Gesture|HaGoPeun|Hooreg|NUS|Profit|Rascal|WooHyaL|birdring,Bunny|FLETA|KuKi|Miro|Munchkin|Wekeed|XepheR|ZUNBA|gido|ryujehong|tobi
10265,Stage 1,2018-02-02 16:00:00,SFS,FLA,regular,5767,1,numbani,4,3,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10265,Stage 1,2018-02-02 16:00:00,SFS,FLA,regular,5768,2,temple-of-anubis,2,1,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10265,Stage 1,2018-02-02 16:00:00,SFS,FLA,regular,5769,3,ilios,2,0,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
10265,Stage 1,2018-02-02 16:00:00,SFS,FLA,regular,5770,4,junkertown,3,2,BABYBAY|Danteh|Nevix|Nomy|dhaK|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh,BABYBAY|Danteh|Nevix|Nomy|dhaK|iddqd|sleepy,CWoosH|Logix|Manneten|TviQ|Zebbosai|Zuppeh
