match_id,game_id,stage,start_time,team1,team2,match_format,game_number,map,score1,score2,team1-p1,team1-p2,team1-p3,team1-p4,team1-p5,team1-p6,team2-p1,team2-p2,team2-p3,team2-p4,team2-p5,team2-p6
10569,5814,Stage 1,2018-02-08 17:55:00,LDN,HOU,regular,4,dorado,2,1,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,Rawkus,Coolmatt,Jake,Muma,Bani,LiNkzr
10570,5815,Stage 1,2018-02-09 16:00:00,GLA,DAL,regular,1,eichenwalde,0,1,Surefour,Bischu,iRemiix,BigGoose,Shaz,Hydration,Taimou,HarryHook,Mickie,Chipshajen,Seagull,cocco
10570,5816,Stage 1,2018-02-09 16:00:00,GLA,DAL,regular,2,temple-of-anubis,2,3,Surefour,Bischu,iRemiix,BigGoose,Shaz,Hydration,Taimou,HarryHook,Mickie,Chipshajen,Seagull,cocco
10570,5817,Stage 1,2018-02-09 16:00:00,GLA,DAL,regular,3,oasis,0,2,Surefour,Bischu,iRemiix,BigGoose,Shaz,Asher,Taimou,HarryHook,Mickie,Chipshajen,Seagull,cocco
10570,5818,Stage 1,2018-02-09 16:00:00,GLA,DAL,regular,4,dorado,3,0,Surefour,Bischu,iRemiix,BigGoose,Shaz,Hydration,Taimou,HarryHook,Mickie,Chipshajen,Seagull,cocco
10571,5819,Stage 1,2018-02-09 17:40:00,SEO,SFS,regular,1,eichenwalde,4,3,Miro,Bunny,tobi,ryujehong,ZUNBA,FLETA,BABYBAY,sleepy,Danteh,dhaK,Nomy,Nevix
10571,5820,Stage 1,2018-02-09 17:40:00,SEO,SFS,regular,2,temple-of-anubis,0,1,Munchkin,Wekeed,ryujehong,tobi,Miro,ZUNBA,BABYBAY,sleepy,Danteh,dhaK,Nomy,Nevix
10571,5821,Stage 1,2018-02-09 17:40:00,SEO,SFS,regular,3,ilios,1,2,Miro,ZUNBA,ryujehong,Bunny,tobi,FLETA,BABYBAY,sleepy,Danteh,dhaK,Nomy,Nevix
10571,5822,Stage 1,2018-02-09 17:40:00,SEO,SFS,regular,4,dorado,3,2,Miro,Bunny,tobi,ryujehong,ZUNBA,FLETA,BABYBAY,sleepy,Danteh,dhaK,Nomy,Nevix
10571,7094,Stage 1,2018-02-09 17:40:00,SEO,SFS,regular,5,lijiang,2,0,ZUNBA,Miro,tobi,ryujehong,Bunny,FLETA,BABYBAY,sleepy,Danteh,Nomy,dhaK,Nevix
10572,5823,Stage 1,2018-02-09 20:00:00,VAL,SHD,regular,1,numbani,5,3,Unkoe,Soon,Silkthread,Envy,Kariv,Fate,Undead,MG,Roshan,Diya,Freefeel,Altering
10572,5824,Stage 1,2018-02-09 20:00:00,VAL,SHD,regular,2,temple-of-anubis,2,1,Unkoe,Soon,Agilities,Envy,Kariv,Fate,Undead,MG,Roshan,Diya,Freefeel,Altering
10572,5825,Stage 1,2018-02-09 20:00:00,VAL,SHD,regular,3,ilios,2,0,Unkoe,Soon,Silkthread,Envy,Kariv,Fate,Undead,MG,Roshan,Diya,Freefeel,Fiveking
10572,5826,Stage 1,2018-02-09 20:00:00,VAL,SHD,regular,4,junkertown,3,0,Unkoe,Soon,Agilities,Envy,Kariv,Fate,Undead,Roshan,Diya,Xushu,Freefeel,Fiveking
10573,5827,Stage 1,2018-02-10 11:00:00,NYE,LDN,regular,1,eichenwalde,2,3,Saebyeolbe,Mano,Meko,Jjonak,Ark,Libero,Bdosin,NUS,Gesture,Profit,WooHyaL,birdring
10573,5828,Stage 1,2018-02-10 11:00:00,NYE,LDN,regular,2,temple-of-anubis,2,1,Saebyeolbe,Ark,Libero,Meko,Mano,Jjonak,Fury,birdring,Bdosin,NUS,Profit,Gesture
10573,5829,Stage 1,2018-02-10 11:00:00,NYE,LDN,regular,3,ilios,2,0,Pine,Janus,Meko,Jjonak,Ark,Saebyeolbe,Bdosin,NUS,Gesture,Profit,Fury,birdring
10573,5830,Stage 1,2018-02-10 11:00:00,NYE,LDN,regular,4,dorado,2,3,Libero,Janus,Meko,Jjonak,Ark,Saebyeolbe,WooHyaL,Bdosin,NUS,Profit,Gesture,birdring
10573,7123,Stage 1,2018-02-10 11:00:00,NYE,LDN,regular,5,lijiang,2,0,Saebyeolbe,Mano,Ark,Libero,Meko,Jjonak,Bdosin,WooHyaL,Gesture,Profit,birdring,NUS
10574,5831,Stage 1,2018-02-10 13:15:00,HOU,BOS,regular,1,eichenwalde,3,2,Muma,Bani,LiNkzr,Rawkus,Jake,Coolmatt,DreamKazper,STRIKER,Gamsu,NotE,Neko,Kellex
10574,5832,Stage 1,2018-02-10 13:15:00,HOU,BOS,regular,2,temple-of-anubis,1,2,Bani,LiNkzr,Muma,Coolmatt,Jake,Rawkus,Gamsu,DreamKazper,STRIKER,Kellex,Neko,NotE
10574,5833,Stage 1,2018-02-10 13:15:00,HOU,BOS,regular,3,ilios,0,2,Rawkus,Jake,Muma,Coolmatt,Boink,LiNkzr,Gamsu,DreamKazper,Kellex,Neko,STRIKER,NotE
10574,5834,Stage 1,2018-02-10 13:15:00,HOU,BOS,regular,4,dorado,3,2,Muma,Coolmatt,LiNkzr,Jake,Rawkus,Bani,Gamsu,NotE,DreamKazper,Kellex,STRIKER,Neko
10574,7127,Stage 1,2018-02-10 13:15:00,HOU,BOS,regular,5,lijiang,2,1,Muma,Coolmatt,Bani,Rawkus,Jake,LiNkzr,Gamsu,NotE,Neko,Kellex,DreamKazper,STRIKER
10575,5835,Stage 1,2018-02-10 15:40:00,FLA,PHI,regular,1,numbani,2,3,Manneten,Zebbosai,CWoosH,TviQ,Zuppeh,Logix,Carpe,ShaDowBurn,fragi,Boombox,Poko,Neptuno
10575,5836,Stage 1,2018-02-10 15:40:00,FLA,PHI,regular,2,horizon-lunar-colony,2,1,Logix,Manneten,Zebbosai,CWoosH,TviQ,Zuppeh,Poko,fragi,Boombox,Carpe,ShaDowBurn,Neptuno
10575,5837,Stage 1,2018-02-10 15:40:00,FLA,PHI,regular,3,oasis,2,0,Logix,Manneten,Zebbosai,CWoosH,TviQ,Zuppeh,Poko,fragi,Carpe,Boombox,Neptuno,ShaDowBurn
10575,5838,Stage 1,2018-02-10 15:40:00,FLA,PHI,regular,4,junkertown,1,2,Logix,Manneten,Zebbosai,CWoosH,TviQ,Zuppeh,Poko,fragi,Boombox,Carpe,Neptuno,ShaDowBurn
10575,7131,Stage 1,2018-02-10 15:40:00,FLA,PHI,regular,5,lijiang,1,2,Logix,Manneten,Zebbosai,CWoosH,TviQ,Zuppeh,Carpe,fragi,Poko,Boombox,Neptuno,ShaDowBurn
10537,7062,Stage 1 - Title Matches,2018-02-10 17:55:00,LDN,HOU,title,1,dorado,1,2,birdring,WooHyaL,Gesture,Profit,NUS,Bdosin,Muma,Coolmatt,Bani,Rawkus,Jake,LiNkzr
10537,7063,Stage 1 - Title Matches,2018-02-10 17:55:00,LDN,HOU,title,2,ilios,2,0,Fury,birdring,Gesture,Profit,NUS,Bdosin,Muma,Coolmatt,LiNkzr,Jake,Rawkus,Bani
10537,7064,Stage 1 - Title Matches,2018-02-10 17:55:00,LDN,HOU,title,3,temple-of-anubis,2,0,Bdosin,NUS,Gesture,Fury,Profit,birdring,Muma,Coolmatt,LiNkzr,Jake,Rawkus,Bani
10537,7065,Stage 1 - Title Matches,2018-02-10 17:55:00,LDN,HOU,title,4,eichenwalde,1,0,Bdosin,NUS,Gesture,birdring,Fury,Profit,Muma,Coolmatt,Jake,LiNkzr,Rawkus,Bani
10539,7067,Stage 1 - Title Matches,2018-02-10 19:40:00,LDN,NYE,title,1,junkertown,3,4,Bdosin,NUS,Gesture,Profit,WooHyaL,birdring,Pine,Mano,Meko,Jjonak,Libero,Ark
10539,7068,Stage 1 - Title Matches,2018-02-10 19:40:00,LDN,NYE,title,2,oasis,0,2,Bdosin,NUS,Fury,Gesture,Profit,birdring,Saebyeolbe,Ark,Jjonak,Mano,Meko,Libero
10539,7069,Stage 1 - Title Matches,2018-02-10 19:40:00,LDN,NYE,title,3,horizon-lunar-colony,3,2,Bdosin,NUS,Gesture,Profit,Fury,birdring,Saebyeolbe,Janus,Jjonak,Meko,Libero,Ark
10539,7070,Stage 1 - Title Matches,2018-02-10 19:40:00,LDN,NYE,title,4,numbani,1,0,Bdosin,NUS,Gesture,Rascal,Fury,birdring,Saebyeolbe,Janus,Meko,Jjonak,Ark,Libero
10539,7071,Stage 1 - Title Matches,2018-02-10 19:40:00,LDN,NYE,title,5,dorado,2,1,Bdosin,NUS,Profit,Fury,birdring,Gesture,Saebyeolbe,Janus,Meko,Jjonak,Ark,Libero
10278,5942,Stage 2,2018-02-21 16:00:00,SEO,VAL,regular,1,volskaya,2,0,ZUNBA,tobi,ryujehong,Miro,FLETA,Bunny,Unkoe,Soon,Agilities,Verbo,Envy,Fate
10278,5943,Stage 2,2018-02-21 16:00:00,SEO,VAL,regular,2,nepal,2,0,ZUNBA,tobi,ryujehong,Miro,FLETA,Bunny,Unkoe,Soon,Agilities,Verbo,Envy,Fate
10278,6927,Stage 2,2018-02-21 16:00:00,SEO,VAL,regular,3,kings-row,3,2,ZUNBA,tobi,ryujehong,Miro,FLETA,Bunny,Unkoe,Soon,Agilities,Verbo,Envy,Fate
10278,5944,Stage 2,2018-02-21 16:00:00,SEO,VAL,regular,4,route-66,2,0,ZUNBA,tobi,ryujehong,Miro,FLETA,Bunny,Unkoe,Soon,Agilities,Verbo,Envy,Fate
10279,5945,Stage 2,2018-02-21 17:45:00,DAL,SHD,regular,1,volskaya,2,0,Taimou,Custa,HarryHook,Mickie,aKm,EFFECT,Undead,MG,Roshan,Diya,Xushu,Fiveking
10279,5946,Stage 2,2018-02-21 17:45:00,DAL,SHD,regular,2,nepal,2,0,Taimou,Custa,HarryHook,Mickie,aKm,EFFECT,Undead,Roshan,Diya,Xushu,Altering,Fiveking
10279,5947,Stage 2,2018-02-21 17:45:00,DAL,SHD,regular,3,hollywood,3,4,Taimou,Custa,HarryHook,Mickie,aKm,EFFECT,Undead,Roshan,Diya,Xushu,Altering,Fiveking
10279,5948,Stage 2,2018-02-21 17:45:00,DAL,SHD,regular,4,route-66,3,1,Taimou,Custa,HarryHook,Mickie,EFFECT,Rascal,Undead,Roshan,Diya,Xushu,Altering,Fiveking
10280,5949,Stage 2,2018-02-21 19:40:00,GLA,SFS,regular,1,hanamura,4,3,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10280,5950,Stage 2,2018-02-21 19:40:00,GLA,SFS,regular,2,nepal,2,1,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10280,6928,Stage 2,2018-02-21 19:40:00,GLA,SFS,regular,3,kings-row,3,1,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10280,5951,Stage 2,2018-02-21 19:40:00,GLA,SFS,regular,4,gibraltar,2,1,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10281,5952,Stage 2,2018-02-22 16:00:00,HOU,LDN,regular,1,volskaya,3,4,Coolmatt,Muma,Bani,Boink,Clockwork,LiNkzr,birdring,Profit,Closer,HaGoPeun,WooHyaL,Gesture
10281,5953,Stage 2,2018-02-22 16:00:00,HOU,LDN,regular,2,nepal,2,1,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,birdring,Profit,Closer,HaGoPeun,WooHyaL,Gesture
10281,6929,Stage 2,2018-02-22 16:00:00,HOU,LDN,regular,3,kings-row,4,3,SPREE,Rawkus,Jake,Muma,Boink,LiNkzr,birdring,Fury,Profit,Closer,HaGoPeun,Gesture
10281,5954,Stage 2,2018-02-22 16:00:00,HOU,LDN,regular,4,route-66,1,2,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,birdring,Fury,Profit,Closer,HaGoPeun,Gesture
10281,7329,Stage 2,2018-02-22 16:00:00,HOU,LDN,regular,5,ilios,2,0,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,birdring,Fury,Profit,Closer,HaGoPeun,Gesture
10282,5955,Stage 2,2018-02-22 18:15:00,NYE,FLA,regular,1,hanamura,5,4,Mano,Saebyeolbe,Janus,Meko,Pine,Jjonak,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10282,5956,Stage 2,2018-02-22 18:15:00,NYE,FLA,regular,2,lijiang,1,2,Mano,Saebyeolbe,Janus,Meko,Jjonak,Libero,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10282,6930,Stage 2,2018-02-22 18:15:00,NYE,FLA,regular,3,kings-row,3,2,Mano,Saebyeolbe,Janus,Meko,Jjonak,Libero,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10282,5957,Stage 2,2018-02-22 18:15:00,NYE,FLA,regular,4,gibraltar,3,1,Mano,Saebyeolbe,Janus,Meko,Pine,Jjonak,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10283,5958,Stage 2,2018-02-22 20:35:00,BOS,PHI,regular,1,hanamura,1,2,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,fragi,Neptuno,Boombox,Eqo,Carpe,Poko
10283,5959,Stage 2,2018-02-22 20:35:00,BOS,PHI,regular,2,lijiang,1,2,Kellex,DreamKazper,Gamsu,STRIKER,Kalios,Neko,fragi,Neptuno,Boombox,Eqo,Carpe,Poko
10283,5960,Stage 2,2018-02-22 20:35:00,BOS,PHI,regular,3,hollywood,3,4,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,fragi,Neptuno,Boombox,Eqo,Carpe,Poko
10283,5961,Stage 2,2018-02-22 20:35:00,BOS,PHI,regular,4,gibraltar,4,5,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,fragi,Neptuno,Boombox,Eqo,Carpe,Poko
10284,5962,Stage 2,2018-02-23 16:00:00,LDN,NYE,regular,1,volskaya,2,0,birdring,Profit,Closer,HaGoPeun,WooHyaL,Gesture,Mano,Saebyeolbe,Janus,Meko,Pine,Jjonak
10284,5963,Stage 2,2018-02-23 16:00:00,LDN,NYE,regular,2,lijiang,0,2,Bdosin,birdring,Profit,Closer,WooHyaL,Gesture,Mano,Saebyeolbe,Janus,Meko,Jjonak,Libero
10284,6931,Stage 2,2018-02-23 16:00:00,LDN,NYE,regular,3,kings-row,1,2,birdring,Fury,Profit,Closer,HaGoPeun,Gesture,Mano,Saebyeolbe,Janus,Meko,Jjonak,Libero
10284,5964,Stage 2,2018-02-23 16:00:00,LDN,NYE,regular,4,gibraltar,3,2,birdring,Fury,Profit,Closer,HaGoPeun,Gesture,Mano,Saebyeolbe,Janus,Meko,Pine,Jjonak
10284,7354,Stage 2,2018-02-23 16:00:00,LDN,NYE,regular,5,ilios,2,0,birdring,Fury,Profit,Closer,HaGoPeun,Gesture,Mano,Saebyeolbe,Janus,Meko,Pine,Jjonak
10285,5965,Stage 2,2018-02-23 18:00:00,DAL,GLA,regular,1,hanamura,2,1,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure
10285,5966,Stage 2,2018-02-23 18:00:00,DAL,GLA,regular,2,lijiang,1,2,Custa,HarryHook,Mickie,xQc,EFFECT,Rascal,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure
10285,6932,Stage 2,2018-02-23 18:00:00,DAL,GLA,regular,3,kings-row,4,3,Custa,HarryHook,Mickie,aKm,xQc,Rascal,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure
10285,5967,Stage 2,2018-02-23 18:00:00,DAL,GLA,regular,4,gibraltar,3,0,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure
10286,5968,Stage 2,2018-02-23 20:10:00,SFS,SEO,regular,1,hanamura,2,1,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10286,5969,Stage 2,2018-02-23 20:10:00,SFS,SEO,regular,2,lijiang,1,2,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10286,5970,Stage 2,2018-02-23 20:10:00,SFS,SEO,regular,3,hollywood,2,3,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10286,5971,Stage 2,2018-02-23 20:10:00,SFS,SEO,regular,4,gibraltar,2,3,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10287,5972,Stage 2,2018-02-24 13:00:00,PHI,FLA,regular,1,hanamura,2,0,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10287,5973,Stage 2,2018-02-24 13:00:00,PHI,FLA,regular,2,nepal,2,0,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10287,5974,Stage 2,2018-02-24 13:00:00,PHI,FLA,regular,3,hollywood,3,0,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10287,5975,Stage 2,2018-02-24 13:00:00,PHI,FLA,regular,4,gibraltar,3,1,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10288,5976,Stage 2,2018-02-24 14:40:00,BOS,HOU,regular,1,hanamura,3,4,Kellex,DreamKazper,Gamsu,STRIKER,Kalios,Neko,Rawkus,Clockwork,Coolmatt,Muma,Bani,LiNkzr
10288,5977,Stage 2,2018-02-24 14:40:00,BOS,HOU,regular,2,lijiang,0,2,Kellex,DreamKazper,Gamsu,STRIKER,Kalios,Neko,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr
10288,6933,Stage 2,2018-02-24 14:40:00,BOS,HOU,regular,3,kings-row,4,5,Kellex,DreamKazper,Gamsu,NotE,Kalios,Neko,SPREE,Rawkus,Jake,Muma,Boink,LiNkzr
10288,5978,Stage 2,2018-02-24 14:40:00,BOS,HOU,regular,4,gibraltar,0,1,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,Rawkus,Coolmatt,Jake,Muma,Bani,LiNkzr
10289,5979,Stage 2,2018-02-24 16:45:00,SHD,VAL,regular,1,hanamura,3,3,Undead,MG,Roshan,Diya,Freefeel,Altering,Unkoe,Soon,Verbo,Envy,Kariv,Fate
10289,5980,Stage 2,2018-02-24 16:45:00,SHD,VAL,regular,2,lijiang,1,2,Undead,MG,Roshan,Diya,Altering,Fiveking,Unkoe,Soon,Agilities,Verbo,Envy,Fate
10289,6934,Stage 2,2018-02-24 16:45:00,SHD,VAL,regular,3,kings-row,2,3,Undead,MG,Roshan,Diya,Altering,Fiveking,Unkoe,Soon,Verbo,Envy,Kariv,Fate
10289,5981,Stage 2,2018-02-24 16:45:00,SHD,VAL,regular,4,gibraltar,0,1,Undead,MG,Roshan,Diya,Freefeel,Altering,Unkoe,Soon,Agilities,Verbo,Envy,Fate
10290,5982,Stage 2,2018-02-28 16:00:00,SEO,DAL,regular,1,hanamura,4,3,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Custa,HarryHook,Mickie,aKm,xQc,EFFECT
10290,5983,Stage 2,2018-02-28 16:00:00,SEO,DAL,regular,2,nepal,2,1,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Custa,HarryHook,Mickie,aKm,xQc,EFFECT
10290,5984,Stage 2,2018-02-28 16:00:00,SEO,DAL,regular,3,hollywood,2,3,ZUNBA,tobi,ryujehong,Miro,FLETA,Wekeed,Custa,HarryHook,Mickie,aKm,xQc,EFFECT
10290,5985,Stage 2,2018-02-28 16:00:00,SEO,DAL,regular,4,route-66,3,2,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Custa,HarryHook,Mickie,xQc,EFFECT,Rascal
10291,5986,Stage 2,2018-02-28 18:00:00,VAL,SFS,regular,1,volskaya,2,3,Unkoe,Soon,Verbo,Envy,Kariv,Fate,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10291,5987,Stage 2,2018-02-28 18:00:00,VAL,SFS,regular,2,lijiang,2,0,Unkoe,Soon,Verbo,Envy,Kariv,Fate,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10291,6935,Stage 2,2018-02-28 18:00:00,VAL,SFS,regular,3,kings-row,4,3,Unkoe,Soon,Verbo,Envy,Kariv,Fate,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10291,5988,Stage 2,2018-02-28 18:00:00,VAL,SFS,regular,4,gibraltar,5,4,Unkoe,Soon,Verbo,Envy,Kariv,Fate,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix
10292,5989,Stage 2,2018-02-28 20:10:00,GLA,SHD,regular,1,volskaya,2,0,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,Undead,MG,Roshan,Diya,Xushu,Fiveking
10292,5990,Stage 2,2018-02-28 20:10:00,GLA,SHD,regular,2,nepal,2,0,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,Undead,MG,Roshan,Diya,Freefeel,Altering
10292,6936,Stage 2,2018-02-28 20:10:00,GLA,SHD,regular,3,kings-row,3,2,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,Undead,MG,Roshan,Diya,Altering,Fiveking
10292,5991,Stage 2,2018-02-28 20:10:00,GLA,SHD,regular,4,route-66,3,0,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,Undead,MG,Roshan,Diya,Freefeel,Altering
10293,5992,Stage 2,2018-03-01 16:00:00,FLA,LDN,regular,1,volskaya,4,3,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Hooreg,Profit,Closer,HaGoPeun,WooHyaL,Gesture
10293,5993,Stage 2,2018-03-01 16:00:00,FLA,LDN,regular,2,lijiang,0,2,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Hooreg,Profit,Closer,HaGoPeun,WooHyaL,Gesture
10293,6937,Stage 2,2018-03-01 16:00:00,FLA,LDN,regular,3,kings-row,0,1,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Hooreg,Profit,Closer,HaGoPeun,WooHyaL,Gesture
10293,5994,Stage 2,2018-03-01 16:00:00,FLA,LDN,regular,4,route-66,2,3,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Hooreg,Profit,Closer,HaGoPeun,WooHyaL,Gesture
10294,5995,Stage 2,2018-03-01 17:45:00,HOU,PHI,regular,1,volskaya,3,2,Rawkus,Coolmatt,Muma,Boink,Clockwork,LiNkzr,ShaDowBurn,fragi,Neptuno,Carpe,Poko,DayFly
10294,5996,Stage 2,2018-03-01 17:45:00,HOU,PHI,regular,2,nepal,2,0,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko
10294,5997,Stage 2,2018-03-01 17:45:00,HOU,PHI,regular,3,hollywood,1,2,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko
10294,5998,Stage 2,2018-03-01 17:45:00,HOU,PHI,regular,4,route-66,0,1,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko
10294,7530,Stage 2,2018-03-01 17:45:00,HOU,PHI,regular,5,ilios,1,2,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko
10295,5999,Stage 2,2018-03-01 20:10:00,NYE,BOS,regular,1,hanamura,2,1,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko
10295,6000,Stage 2,2018-03-01 20:10:00,NYE,BOS,regular,2,nepal,2,1,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko
10295,6938,Stage 2,2018-03-01 20:10:00,NYE,BOS,regular,3,kings-row,3,2,Saebyeolbe,Janus,Meko,Ark,Jjonak,Libero,Kellex,Gamsu,NotE,STRIKER,Kalios,Neko
10295,6001,Stage 2,2018-03-01 20:10:00,NYE,BOS,regular,4,gibraltar,3,0,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko
10296,6002,Stage 2,2018-03-02 16:00:00,BOS,FLA,regular,1,volskaya,2,0,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10296,6003,Stage 2,2018-03-02 16:00:00,BOS,FLA,regular,2,lijiang,2,1,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10296,6004,Stage 2,2018-03-02 16:00:00,BOS,FLA,regular,3,hollywood,3,1,Kellex,Mistakes,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10296,6005,Stage 2,2018-03-02 16:00:00,BOS,FLA,regular,4,route-66,3,0,Kellex,Mistakes,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH
10297,6006,Stage 2,2018-03-02 17:45:00,GLA,SEO,regular,1,hanamura,1,2,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10297,6007,Stage 2,2018-03-02 17:45:00,GLA,SEO,regular,2,nepal,2,0,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10297,6008,Stage 2,2018-03-02 17:45:00,GLA,SEO,regular,3,hollywood,1,2,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10297,6009,Stage 2,2018-03-02 17:45:00,GLA,SEO,regular,4,gibraltar,0,1,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin
10298,6010,Stage 2,2018-03-02 19:35:00,DAL,VAL,regular,1,hanamura,1,2,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate
10298,6011,Stage 2,2018-03-02 19:35:00,DAL,VAL,regular,2,nepal,1,2,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate
10298,6012,Stage 2,2018-03-02 19:35:00,DAL,VAL,regular,3,hollywood,1,2,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate
10298,6013,Stage 2,2018-03-02 19:35:00,DAL,VAL,regular,4,gibraltar,3,2,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate
10299,6014,Stage 2,2018-03-03 13:00:00,PHI,LDN,regular,1,hanamura,0,1,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,Bdosin,birdring,Fury,NUS,Profit,Gesture
10299,6015,Stage 2,2018-03-03 13:00:00,PHI,LDN,regular,2,nepal,0,2,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,Bdosin,birdring,Fury,NUS,Profit,Gesture
